"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1970",2.55237970789248,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1971",2.85135211850853,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1972",3.18366717734074,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1973",3.83718307899072,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1974",4.69019915810017,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1975",5.20200880556584,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1976",5.79384080833559,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1977",6.26786212135211,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1978",6.59017438577132,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1979",7.46041749970317,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1980",8.43457853337019,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1981",9.70771197782605,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1982",10.0550312282778,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1983",10.6296361962251,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1984",11.8538670902174,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1985",13.0619823709887,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1986",13.9702528799424,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1987",14.7789322108205,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1988",18.1088387994144,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1989",22.5876027086384,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1990",22.9336440702782,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1991",23.5288352122987,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1992",23.8887182284041,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1993",24.5115926793558,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1994",25.3895490483163,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1995",25.6960428257687,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1996",25.9036676427526,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1997",26.9417917276721,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1998",28.9211483162519,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","1999",31.0191476573939,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2000",33.5956727672036,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2001",37.3685122986824,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2002",44.3723894582724,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2003",52.3756566617863,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2004",55.6470000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2005",56.6647500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2006",60.5795000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2007",66.9602500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2008",69.6027500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2009",72.4212500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2010",80.8770000000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2011",79.1347500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2012",78.8802500000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2013",84.1065000000001,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2014",91.7202500000002,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2016",105.5,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2017",114.30825,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2018",112.66375,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2019",108.08375,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2020",113.9165,
"AUS","HOUSECOST","NOMINAL","IDX2015","A","2021",133.763749998987,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1970",56.0708072296768,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1971",57.533911366586,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1972",58.5417680131071,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1973",60.6225508975694,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1974",61.5314644499111,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1975",57.2198349602461,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1976",56.9089117914281,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1977",55.7733689728469,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1978",53.155740886332,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1979",53.7233436195431,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1980",54.634785333789,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1981",56.3394790403677,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1982",52.7443470345172,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1983",51.5913571125884,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1984",52.9531104011513,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1985",54.916921399019,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1986",54.8675832435048,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1987",54.5284463339597,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1988",61.2791562810639,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1989",69.118664713492,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1990",65.2281599004232,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1991",66.4017424358204,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1992",65.4784581037593,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1993",65.4860130209636,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1994",64.8140069558693,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1995",62.9485319310232,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1996",60.3284158068332,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1997",60.5616495868662,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1998",64.2421189827345,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","1999",65.8673056818346,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2000",67.5524339785056,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2001",69.4889459950304,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2002",80.9526650196362,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2003",91.4278129912918,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2004",90.8651252545047,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2005",88.0127571344222,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2006",89.4832003284871,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2007",91.1383333457633,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2008",88.5011757654174,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2009",87.6282915556685,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2010",94.0812882390891,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2011",86.5102411803352,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2012",85.0566371910574,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2013",88.3215963372439,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2014",92.9337341451041,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2016",105.00474755246,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2017",112.311472127316,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2018",107.676107158529,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2019",100.625530954128,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2020",100.18051840521,
"AUS","HOUSECOST","PRICEINCOME","IDX2015","A","2021",113.707931466667,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1973",40.9202221985671,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1974",45.0634623302121,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1975",42.9199683099628,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1976",41.7044257138308,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1977",40.6310458761469,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1978",39.4633861958109,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1979",41.1628412061575,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1980",43.5727941118236,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1981",46.4066174094464,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1982",43.0479151313726,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1983",41.7513895663949,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1984",43.3761365352842,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1985",44.062348700885,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1986",42.7376587995127,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1987",40.9724729467807,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1988",44.9664946955177,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1989",51.3443623048437,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1990",49.1966511335854,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1991",48.8618400597819,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1992",49.1467720823632,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1993",50.1926513925275,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1994",51.6288812267685,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1995",51.3755050669354,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1996",50.2538991706674,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1997",50.7804798595135,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1998",52.9008379269779,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","1999",55.2586698298598,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2000",58.0622630943806,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2001",62.6188612348013,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2002",72.558488241896,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2003",84.0717119706622,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2004",87.1543627905174,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2005",86.8240207526831,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2006",89.8901063150218,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2007",94.1712125595452,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2008",90.9112137362711,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2009",88.5577039792338,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2010",94.8306567230969,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2011",88.7311747873542,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2012",84.9053437188063,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2013",87.6314579494043,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2014",93.2282591599307,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2016",104.71443896321,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2017",112.746816531659,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2018",110.409291270774,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2019",105.540464526214,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2020",112.289467118824,
"AUS","HOUSECOST","PRICERENT","IDX2015","A","2021",132.074142534363,
"AUS","HOUSECOST","REAL","IDX2015","A","1970",26.1806541073706,
"AUS","HOUSECOST","REAL","IDX2015","A","1971",27.2890881261189,
"AUS","HOUSECOST","REAL","IDX2015","A","1972",28.6692465183747,
"AUS","HOUSECOST","REAL","IDX2015","A","1973",31.7720282709988,
"AUS","HOUSECOST","REAL","IDX2015","A","1974",33.7310704319655,
"AUS","HOUSECOST","REAL","IDX2015","A","1975",31.92683838232,
"AUS","HOUSECOST","REAL","IDX2015","A","1976",31.2118639301645,
"AUS","HOUSECOST","REAL","IDX2015","A","1977",30.6139417481653,
"AUS","HOUSECOST","REAL","IDX2015","A","1978",29.6854147425868,
"AUS","HOUSECOST","REAL","IDX2015","A","1979",30.6479372230773,
"AUS","HOUSECOST","REAL","IDX2015","A","1980",31.4003618192735,
"AUS","HOUSECOST","REAL","IDX2015","A","1981",33.0949757396296,
"AUS","HOUSECOST","REAL","IDX2015","A","1982",31.0746413607082,
"AUS","HOUSECOST","REAL","IDX2015","A","1983",30.0530737421104,
"AUS","HOUSECOST","REAL","IDX2015","A","1984",31.5049250256484,
"AUS","HOUSECOST","REAL","IDX2015","A","1985",32.5545147030576,
"AUS","HOUSECOST","REAL","IDX2015","A","1986",32.2070478308215,
"AUS","HOUSECOST","REAL","IDX2015","A","1987",31.6055420941544,
"AUS","HOUSECOST","REAL","IDX2015","A","1988",36.1900196100897,
"AUS","HOUSECOST","REAL","IDX2015","A","1989",42.4289886793472,
"AUS","HOUSECOST","REAL","IDX2015","A","1990",40.4803915999251,
"AUS","HOUSECOST","REAL","IDX2015","A","1991",40.0494945911357,
"AUS","HOUSECOST","REAL","IDX2015","A","1992",39.9235034743383,
"AUS","HOUSECOST","REAL","IDX2015","A","1993",40.1285152448551,
"AUS","HOUSECOST","REAL","IDX2015","A","1994",40.9197092602521,
"AUS","HOUSECOST","REAL","IDX2015","A","1995",40.2986784048977,
"AUS","HOUSECOST","REAL","IDX2015","A","1996",39.8304756112884,
"AUS","HOUSECOST","REAL","IDX2015","A","1997",40.866759792962,
"AUS","HOUSECOST","REAL","IDX2015","A","1998",43.2653041829802,
"AUS","HOUSECOST","REAL","IDX2015","A","1999",45.8750753978278,
"AUS","HOUSECOST","REAL","IDX2015","A","2000",48.0536594528663,
"AUS","HOUSECOST","REAL","IDX2015","A","2001",51.6503949955696,
"AUS","HOUSECOST","REAL","IDX2015","A","2002",59.7476774657016,
"AUS","HOUSECOST","REAL","IDX2015","A","2003",69.1385249400453,
"AUS","HOUSECOST","REAL","IDX2015","A","2004",72.416757386788,
"AUS","HOUSECOST","REAL","IDX2015","A","2005",72.1819658551181,
"AUS","HOUSECOST","REAL","IDX2015","A","2006",74.5142834701649,
"AUS","HOUSECOST","REAL","IDX2015","A","2007",79.8483678955365,
"AUS","HOUSECOST","REAL","IDX2015","A","2008",80.3670132308652,
"AUS","HOUSECOST","REAL","IDX2015","A","2009",81.5167434655538,
"AUS","HOUSECOST","REAL","IDX2015","A","2010",89.1564288459593,
"AUS","HOUSECOST","REAL","IDX2015","A","2011",85.3348394753727,
"AUS","HOUSECOST","REAL","IDX2015","A","2012",83.1596936455089,
"AUS","HOUSECOST","REAL","IDX2015","A","2013",86.7170044451394,
"AUS","HOUSECOST","REAL","IDX2015","A","2014",92.9259754519154,
"AUS","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUS","HOUSECOST","REAL","IDX2015","A","2016",104.633048173553,
"AUS","HOUSECOST","REAL","IDX2015","A","2017",111.981710546483,
"AUS","HOUSECOST","REAL","IDX2015","A","2018",108.662832650055,
"AUS","HOUSECOST","REAL","IDX2015","A","2019",102.544951736412,
"AUS","HOUSECOST","REAL","IDX2015","A","2020",107.188020389805,
"AUS","HOUSECOST","REAL","IDX2015","A","2021",123.742895367624,
"AUS","HOUSECOST","RENT","IDX2015","A","1973",9.36645492083802,
"AUS","HOUSECOST","RENT","IDX2015","A","1974",10.4147668018459,
"AUS","HOUSECOST","RENT","IDX2015","A","1975",12.1239765154971,
"AUS","HOUSECOST","RENT","IDX2015","A","1976",13.901551737694,
"AUS","HOUSECOST","RENT","IDX2015","A","1977",15.4284444285556,
"AUS","HOUSECOST","RENT","IDX2015","A","1978",16.7046520880815,
"AUS","HOUSECOST","RENT","IDX2015","A","1979",18.1175972646997,
"AUS","HOUSECOST","RENT","IDX2015","A","1980",19.3482274185284,
"AUS","HOUSECOST","RENT","IDX2015","A","1981",20.9206951150869,
"AUS","HOUSECOST","RENT","IDX2015","A","1982",23.3819529227441,
"AUS","HOUSECOST","RENT","IDX2015","A","1983",25.4557906819738,
"AUS","HOUSECOST","RENT","IDX2015","A","1984",27.3245234155654,
"AUS","HOUSECOST","RENT","IDX2015","A","1985",29.6490487061311,
"AUS","HOUSECOST","RENT","IDX2015","A","1986",32.7028265878533,
"AUS","HOUSECOST","RENT","IDX2015","A","1987",36.0756670094584,
"AUS","HOUSECOST","RENT","IDX2015","A","1988",40.2005525250691,
"AUS","HOUSECOST","RENT","IDX2015","A","1989",44.0063855007982,
"AUS","HOUSECOST","RENT","IDX2015","A","1990",46.6271708283964,
"AUS","HOUSECOST","RENT","IDX2015","A","1991",48.1540635192579,
"AUS","HOUSECOST","RENT","IDX2015","A","1992",48.609856076232,
"AUS","HOUSECOST","RENT","IDX2015","A","1993",48.8377461047183,
"AUS","HOUSECOST","RENT","IDX2015","A","1994",49.1795861474483,
"AUS","HOUSECOST","RENT","IDX2015","A","1995",50.0227937528493,
"AUS","HOUSECOST","RENT","IDX2015","A","1996",51.5496864437108,
"AUS","HOUSECOST","RENT","IDX2015","A","1997",53.053791631724,
"AUS","HOUSECOST","RENT","IDX2015","A","1998",54.67183933398,
"AUS","HOUSECOST","RENT","IDX2015","A","1999",56.1303620162953,
"AUS","HOUSECOST","RENT","IDX2015","A","2000",57.8623622327953,
"AUS","HOUSECOST","RENT","IDX2015","A","2001",59.6627224578403,
"AUS","HOUSECOST","RENT","IDX2015","A","2002",61.1440351430044,
"AUS","HOUSECOST","RENT","IDX2015","A","2003",62.2835102854388,
"AUS","HOUSECOST","RENT","IDX2015","A","2004",63.8559779819973,
"AUS","HOUSECOST","RENT","IDX2015","A","2005",65.2689231586155,
"AUS","HOUSECOST","RENT","IDX2015","A","2006",67.3883384235423,
"AUS","HOUSECOST","RENT","IDX2015","A","2007",71.0802288850286,
"AUS","HOUSECOST","RENT","IDX2015","A","2008",76.6408470801059,
"AUS","HOUSECOST","RENT","IDX2015","A","2009",81.7456827182104,
"AUS","HOUSECOST","RENT","IDX2015","A","2010",85.3008331626042,
"AUS","HOUSECOST","RENT","IDX2015","A","2011",89.2206111525764,
"AUS","HOUSECOST","RENT","IDX2015","A","2012",92.9125016140627,
"AUS","HOUSECOST","RENT","IDX2015","A","2013",95.9662819957853,
"AUS","HOUSECOST","RENT","IDX2015","A","2014",98.3819622977453,
"AUS","HOUSECOST","RENT","IDX2015","A","2015",100,
"AUS","HOUSECOST","RENT","IDX2015","A","2016",100.752062594008,
"AUS","HOUSECOST","RENT","IDX2015","A","2017",101.39016267377,
"AUS","HOUSECOST","RENT","IDX2015","A","2018",102.05103775638,
"AUS","HOUSECOST","RENT","IDX2015","A","2019",102.415712801964,
"AUS","HOUSECOST","RENT","IDX2015","A","2020",101.458537682317,
"AUS","HOUSECOST","RENT","IDX2015","A","2021",101.27623765953,
"AUS","HOUSECOST","RENT","IDX2015","A","2022",103.646337956076,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2000",58.5838607572212,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2001",59.0818235759493,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2002",59.4186807753164,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2003",59.579786392405,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2004",58.4374011075949,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2005",61.3519481803797,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2006",63.8710541930379,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2007",66.8588310917721,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2008",67.5764833860759,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2009",70.2127571202531,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2010",76.7975,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2011",81.5974999999999,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2012",87.57,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2013",92.1,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2014",95.3299999999999,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2016",108.5325,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2017",114.26,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2018",119.64,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2019",126.6,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2020",136.31125,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2021",153.2625,
"AUT","HOUSECOST","NOMINAL","IDX2015","A","2022",170.764999999478,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2000",82.1474782814372,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2001",81.72380942102,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2002",80.8729992391986,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2003",78.6480056729981,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2004",74.8017613785321,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2005",74.0789662518479,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2006",74.0053751731505,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2007",74.1861301297559,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2008",73.0042889290529,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2009",76.0268288080387,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2010",82.6880271315061,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2011",85.8923459180101,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2012",89.0766790717849,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2013",94.1608234907781,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2014",95.5778796192714,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2016",105.462529180997,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2017",107.948842904187,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2018",109.974766028723,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2019",113.075090891435,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2020",124.086595280514,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2021",134.255136292377,
"AUT","HOUSECOST","PRICEINCOME","IDX2015","A","2022",139.928825731509,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2000",94.9301504208312,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2001",93.107740846334,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2002",92.0962707802511,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2003",88.4778921616137,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2004",83.8710186321197,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2005",85.1295927623483,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2006",86.6759561793497,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2007",88.9793997116832,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2008",88.8167123798563,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2009",88.160882114956,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2010",92.7494334781671,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2011",95.3808489492817,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2012",98.0493853524366,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2013",100.018491573044,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2014",99.5795559491525,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2015",100,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2016",105.309704859048,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2017",106.464472454848,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2018",107.480487407246,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2019",110.44738513146,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2020",114.232918664328,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2021",126.01940880411,
"AUT","HOUSECOST","PRICERENT","IDX2015","A","2022",139.185899237112,
"AUT","HOUSECOST","REAL","IDX2015","A","2000",77.9501507945834,
"AUT","HOUSECOST","REAL","IDX2015","A","2001",76.7989913771725,
"AUT","HOUSECOST","REAL","IDX2015","A","2002",76.4562293567423,
"AUT","HOUSECOST","REAL","IDX2015","A","2003",75.5029123202982,
"AUT","HOUSECOST","REAL","IDX2015","A","2004",72.808250761572,
"AUT","HOUSECOST","REAL","IDX2015","A","2005",74.633270604057,
"AUT","HOUSECOST","REAL","IDX2015","A","2006",76.1085227762237,
"AUT","HOUSECOST","REAL","IDX2015","A","2007",77.7441882213792,
"AUT","HOUSECOST","REAL","IDX2015","A","2008",76.9681008993378,
"AUT","HOUSECOST","REAL","IDX2015","A","2009",79.7031458348746,
"AUT","HOUSECOST","REAL","IDX2015","A","2010",85.6716481828392,
"AUT","HOUSECOST","REAL","IDX2015","A","2011",88.2456334401504,
"AUT","HOUSECOST","REAL","IDX2015","A","2012",92.5292203319606,
"AUT","HOUSECOST","REAL","IDX2015","A","2013",95.3218331532182,
"AUT","HOUSECOST","REAL","IDX2015","A","2014",96.7143438592064,
"AUT","HOUSECOST","REAL","IDX2015","A","2015",100,
"AUT","HOUSECOST","REAL","IDX2015","A","2016",107.001830462527,
"AUT","HOUSECOST","REAL","IDX2015","A","2017",110.720504369269,
"AUT","HOUSECOST","REAL","IDX2015","A","2018",113.661450126328,
"AUT","HOUSECOST","REAL","IDX2015","A","2019",118.198102999099,
"AUT","HOUSECOST","REAL","IDX2015","A","2020",125.358010745393,
"AUT","HOUSECOST","REAL","IDX2015","A","2021",137.764018923393,
"AUT","HOUSECOST","REAL","IDX2015","A","2022",143.071106674066,
"AUT","HOUSECOST","RENT","IDX2015","A","1966",6.67705693946615,
"AUT","HOUSECOST","RENT","IDX2015","A","1967",7.07486512479098,
"AUT","HOUSECOST","RENT","IDX2015","A","1968",7.57059493197715,
"AUT","HOUSECOST","RENT","IDX2015","A","1969",8.1230753851017,
"AUT","HOUSECOST","RENT","IDX2015","A","1970",9.04276350199559,
"AUT","HOUSECOST","RENT","IDX2015","A","1971",10.2022482155196,
"AUT","HOUSECOST","RENT","IDX2015","A","1972",11.2382178923437,
"AUT","HOUSECOST","RENT","IDX2015","A","1973",12.5412488811004,
"AUT","HOUSECOST","RENT","IDX2015","A","1974",13.1888690479556,
"AUT","HOUSECOST","RENT","IDX2015","A","1975",14.5792490953968,
"AUT","HOUSECOST","RENT","IDX2015","A","1976",17.1491460321163,
"AUT","HOUSECOST","RENT","IDX2015","A","1977",18.9640429733743,
